cpu_actual,cpu_predicted_msar
30.873760683760686,36.143796292372656
29.784646089204916,32.528107829720796
38.35563025210084,30.54170002581909
31.769896769896775,37.69656998724487
33.570142467181945,33.498783815782964
34.89368686868687,33.53584605782619
42.066605616605614,34.782752720563465
36.66705155955156,40.941516627808646
39.871872082166206,37.598323246988876
37.49841991341991,39.07408914455061
32.167015207015204,37.7110576032803
32.965555555555554,33.641201919585384
31.749389499389498,33.12937019978751
41.40572705072706,32.30799102052878
43.13336247086247,40.70286666607494
44.5445115995116,42.20546251956128
43.68531746031746,43.5183998971179
43.13571983571983,43.063029648549445
39.295566239316244,42.52847405170675
35.20337246087246,39.67465374454382
44.697027417027414,36.06915963996184
44.34767399267399,43.48821617614978
42.623230103230114,43.58373066098657
47.8007326007326,42.25762170476251
44.72967365967366,46.106045820225894
37.23806138306138,44.36983123240329
40.85903679653679,39.08087626845281
38.526172161172155,39.9164261675125
47.73090076590076,38.63329179744508
39.0301948051948,46.35353563547544
39.23087246087246,40.891724536710775
50.35060703185703,38.925651032775995
49.335773809523815,49.40585362841832
40.52278166278167,48.23325285289758
35.787103174603175,42.5866047054326
39.08453102453102,36.75272330651544
47.08061688311688,38.3510388511224
52.30205653823301,45.60819331846619
50.8959670231729,50.1046932907701
55.53006535947712,49.64884698040257
55.5648090145149,53.1372323232217
73.32170354155649,53.654301863202136
69.53547511312217,70.81341957143086
55.45168220668221,66.95618196614697
54.329487179487174,57.69346319809166
53.33832417582418,52.806205775895236
53.78654456654457,51.83363612984702
55.321443001443,52.014248743420794
56.527499999999996,53.250156806940424
58.01300699300699,54.37659824999185
55.51398915626858,55.68381716988007
47.95670995670996,54.023516768828244
51.01510101010102,48.82677811130104
54.46655844155843,49.192004493417805
56.39678071928072,52.263662230474
51.05348484848485,54.16114034783874
50.08913586413587,50.643145107122834
54.746842185592186,48.91827545853507
57.355804195804204,52.425586930165224
56.06003496503496,54.94479574029427
52.25058857808858,54.30621862427863
52.69452380952381,51.3788075565542
50.746778499278506,51.04409026109224
45.632904040404036,49.63424631948016
46.33300865800866,45.77021195054086
42.578138528138524,45.26017282652175
52.735113636363636,42.6133891693385
50.628361915861916,51.09696376628111
43.36327922077922,49.54064481707619
