timestamp,cpu_actual,cpu_predicted_lstm
2018-01-07 21:10:00,34.88791476995995,36.60028725417193
2018-01-07 21:15:00,34.671331078479305,34.9974035770135
2018-01-07 21:20:00,35.35419552743454,34.803082931583
2018-01-07 21:25:00,34.91340267431605,34.39286133149093
2018-01-07 21:30:00,37.25795900175838,33.793791456647284
2018-01-07 21:35:00,33.1191557494173,35.12197085156976
2018-01-07 21:40:00,33.31173710236,32.33376055766324
2018-01-07 21:45:00,35.00397236374433,32.82172063653858
2018-01-07 21:50:00,33.30336999911246,33.811329003171984
2018-01-07 21:55:00,30.497660997003283,33.46485897562211
2018-01-07 22:00:00,36.94170676676454,32.32887868278853
2018-01-07 22:05:00,35.38241706197735,35.82814225423768
2018-01-07 22:10:00,32.13701379468142,35.16725914574013
2018-01-07 22:15:00,29.973867455737594,33.558486416365454
2018-01-07 22:20:00,29.396868479456085,31.759361704836415
2018-01-07 22:25:00,29.594285714523703,30.720859723479816
2018-01-07 22:30:00,30.922475074541968,30.235905015287845
2018-01-07 22:35:00,38.9202418491522,30.60241152876757
2018-01-07 22:40:00,33.174897173553376,35.6120918231393
2018-01-07 22:45:00,33.728699706479325,32.534604252590064
2018-01-07 22:50:00,31.709444240399886,33.333824098384554
2018-01-07 22:55:00,30.08592163616821,31.377751683356877
2018-01-07 23:00:00,30.996538221586622,30.553671989756165
2018-01-07 23:05:00,31.347426108268913,30.5639718105559
2018-01-07 23:10:00,26.451227558178154,30.822361634017412
2018-01-07 23:15:00,25.26371213369189,28.900084947049205
2018-01-07 23:20:00,25.297949136634045,28.264215762069668
2018-01-07 23:25:00,24.791667079334843,27.921830401731512
2018-01-07 23:30:00,25.85123578421654,27.671624732579488
2018-01-07 23:35:00,37.76518673407166,27.884843032352038
2018-01-07 23:40:00,32.28583355723143,33.73184893226342
2018-01-07 23:45:00,29.20707326508944,31.992675770082982
2018-01-07 23:50:00,27.829983902466065,30.465516153145927
2018-01-07 23:55:00,26.664053386485847,28.680537022844728
2018-01-08 00:00:00,24.624458904389066,27.42454861453526
2018-01-08 00:05:00,35.66893221848003,26.187070754923784
2018-01-08 00:10:00,37.10734692430635,30.889623986460087
2018-01-08 00:15:00,34.87506490669975,33.84228825614592
2018-01-08 00:20:00,34.676531836419215,33.31597942249738
2018-01-08 00:25:00,34.65177163957087,33.6175354857571
2018-01-08 00:30:00,31.470633530523106,33.31943347800646
2018-01-08 00:35:00,30.109127022558447,31.415397260088874
2018-01-08 00:40:00,32.564563418771385,30.61579797410863
2018-01-08 00:45:00,29.742503483082036,31.805707576736634
2018-01-08 00:50:00,28.43548458579117,30.84693096095414
2018-01-08 00:55:00,27.191232505166482,30.49691642548727
2018-01-08 01:00:00,33.79674419118367,29.795229571438952
2018-01-08 01:05:00,29.20004455086073,32.55716420739161
2018-01-08 01:10:00,37.08928571519196,30.77240839744216
2018-01-08 01:15:00,37.03110499849813,34.89334165891965
2018-01-08 01:20:00,38.52226620196408,35.102341656990816
2018-01-08 01:25:00,35.473643553424125,36.496958920437194
2018-01-08 01:30:00,32.7444507727726,33.758046658057914
2018-01-08 01:35:00,32.742093899861246,31.96252650053587
2018-01-08 01:40:00,37.281226976416,31.35422639184034
2018-01-08 01:45:00,37.92489314019352,34.471541895099016
2018-01-08 01:50:00,34.79542922698773,36.03689210285305
2018-01-08 01:55:00,43.60841966346936,35.00710114830629
2018-01-08 02:00:00,41.688873412746894,42.291692718759364
2018-01-08 02:05:00,39.06255414863775,40.48953759604985
2018-01-08 02:10:00,31.19340405468734,39.639973830822186
2018-01-08 02:15:00,32.18311692706887,33.86795067743594
2018-01-08 02:20:00,32.55454568683702,34.30694534179536
2018-01-08 02:25:00,36.73872862497464,33.724640846310535
2018-01-08 02:30:00,30.87376057602767,36.37738888590304
2018-01-08 02:35:00,29.78464612868219,33.31231609997677
2018-01-08 02:40:00,38.35563025348024,32.666600378298185
2018-01-08 02:45:00,31.769896599690625,36.41579002130794
2018-01-08 02:50:00,33.57014251225338,33.01124117198288
2018-01-08 02:55:00,34.89368686005834,33.88582780376324
2018-01-08 03:00:00,42.06660573438876,33.78487474003978
2018-01-08 03:05:00,36.667051543461696,38.907210697803244
2018-01-08 03:10:00,39.87187208592111,34.52957018096065
2018-01-08 03:15:00,37.49841990614564,37.96719842126723
2018-01-08 03:20:00,32.16701537639866,35.16146227065991
2018-01-08 03:25:00,32.965555807072676,32.89410709233819
2018-01-08 03:30:00,31.74938945462128,33.34247226843635
2018-01-08 03:35:00,41.40572696965091,33.036183040192896
2018-01-08 03:40:00,43.133362595031755,39.62772851670641
2018-01-08 03:45:00,44.544511632995324,42.06669567576612
2018-01-08 03:50:00,43.68531749699261,43.99320165159261
2018-01-08 03:55:00,43.13571997897367,42.934875773016294
2018-01-08 04:00:00,39.29556619482738,42.62909093192884
2018-01-08 04:05:00,35.20337239735836,39.047274718370005
2018-01-08 04:10:00,44.69702716850607,36.84062339025001
2018-01-08 04:15:00,44.34767390657504,43.821205120363345
2018-01-08 04:20:00,42.6232299225142,43.692471413706855
2018-01-08 04:25:00,47.80073290607193,43.2084467811217
2018-01-08 04:30:00,44.729673844366665,47.68102093280162
2018-01-08 04:35:00,37.23806138339083,44.11007433910934
2018-01-08 04:40:00,40.85903670444911,39.71604737206312
2018-01-08 04:45:00,38.52617213623982,41.40815743096192
2018-01-08 04:50:00,47.73090058097722,39.65682020852368
2018-01-08 04:55:00,39.03019479970569,46.195770931532465
2018-01-08 05:00:00,39.23087240970272,39.743088553785675
2018-01-08 05:05:00,50.35060672645504,40.44841752258665
2018-01-08 05:10:00,49.33577363620043,48.15353000290097
2018-01-08 05:15:00,40.52278166662714,47.73806114108865
2018-01-08 05:20:00,35.78710317911717,41.4374543015463
2018-01-08 05:25:00,39.0845310175781,38.9094714969706
2018-01-08 05:30:00,47.080617268214134,39.55659204163993
2018-01-08 05:35:00,52.302056614613754,45.08865287779776
2018-01-08 05:40:00,50.89596729015741,50.63200774469657
2018-01-08 05:45:00,55.53006491290932,48.99534143463661
2018-01-08 05:50:00,55.56480885816025,54.19681583938383
2018-01-08 05:55:00,73.3217019610283,53.500170812773376
2018-01-08 06:00:00,69.53547454825076,68.24701117034655
2018-01-08 06:05:00,55.451683046659575,60.173059577592426
2018-01-08 06:10:00,54.329487547483275,55.637692035657565
2018-01-08 06:15:00,53.33832437039176,55.1109708003526
2018-01-08 06:20:00,53.78654415829754,53.70878779344491
2018-01-08 06:25:00,55.32144384399335,53.40771107684409
2018-01-08 06:30:00,56.527500479010804,53.941067532851804
2018-01-08 06:35:00,58.01300701761767,54.51579191214101
2018-01-08 06:40:00,55.51398993582787,55.34816869780347
2018-01-08 06:45:00,47.956709651519496,53.9845112622404
2018-01-08 06:50:00,51.0151007768415,50.27835211653816
2018-01-08 06:55:00,54.46655922864578,50.87373746109323
2018-01-08 07:00:00,56.396780907624574,52.70247971487878
2018-01-08 07:05:00,51.05348530375342,53.988172285123525
2018-01-08 07:10:00,50.08913589978829,51.1799490126926
2018-01-08 07:15:00,54.746843134098015,50.45102525221986
2018-01-08 07:20:00,57.35580332910315,52.72706028448768
2018-01-08 07:25:00,56.060034258410425,54.56087502754428
2018-01-08 07:30:00,52.25058868347881,53.90621116087917
2018-01-08 07:35:00,52.69452399122657,51.99043222739489
2018-01-08 07:40:00,50.74677805251744,52.03690841208618
2018-01-08 07:45:00,45.63290399416913,50.93191624545278
2018-01-08 07:50:00,46.3330081865942,48.215385141060246
2018-01-08 07:55:00,42.57813863062208,47.58496763002224
2018-01-08 08:00:00,52.735114126006096,45.51893447122513
2018-01-08 08:05:00,50.628362052730054,49.87869965034736
2018-01-08 08:10:00,43.36327932916065,49.82105438188535
2018-01-08 08:15:00,43.477692426624834,46.062258067142444
2018-01-08 08:20:00,42.128813994660284,45.119078614874155
2018-01-08 08:25:00,41.668953441783174,44.0248722590966
2018-01-08 08:30:00,38.90900594813664,43.17862150494532
2018-01-08 08:35:00,40.60942408625408,41.34383861450568
2018-01-08 08:40:00,42.185033487878876,41.09508222800253
2018-01-08 08:45:00,38.03552671956506,41.81684057357359
2018-01-08 08:50:00,36.658787860022365,39.62367170065984
2018-01-08 08:55:00,35.2080465383132,38.14919837557537
2018-01-08 09:00:00,50.05846180186304,36.87813839867567
2018-01-08 09:05:00,46.40610906310717,46.22519913696901
2018-01-08 09:10:00,45.373024516645046,45.259108140878574
2018-01-08 09:15:00,46.385743473501066,44.96236598542998
2018-01-08 09:20:00,41.38864526237966,45.81773710186421
2018-01-08 09:25:00,44.87803419044934,42.11479131628049
2018-01-08 09:30:00,41.141089542161254,44.399049852210396
2018-01-08 09:35:00,39.94895695662683,41.87942495233228
2018-01-08 09:40:00,40.74026323878975,40.941740356087266
2018-01-08 09:45:00,36.50278556304714,41.050310841236715
2018-01-08 09:50:00,38.8717615303889,38.613238327953006
2018-01-08 09:55:00,34.5011323527362,39.28319401737678
2018-01-08 10:00:00,41.81770472623905,36.94741165634518
2018-01-08 10:05:00,42.276694483053504,40.62547070113982
2018-01-08 10:10:00,38.40359264277787,41.673997824373814
2018-01-08 10:15:00,37.03827622637236,39.14805096552206
2018-01-08 10:20:00,41.98122121646852,38.240616375721956
2018-01-08 10:25:00,41.16594657929943,41.17165402403284
2018-01-08 10:30:00,37.17751082039671,40.768306806942405
2018-01-08 10:35:00,40.97170079984497,38.27437326545938
2018-01-08 10:40:00,40.35943228338857,40.73454148520086
2018-01-08 10:45:00,44.39380923388734,40.12273417381871
2018-01-08 10:50:00,39.05440474440588,43.719423165082596
2018-01-08 10:55:00,44.942143995409324,39.166407949538815
2018-01-08 11:00:00,45.81622189627398,44.5828005971938
2018-01-08 11:05:00,48.61432114241546,44.64077650242373
2018-01-08 11:10:00,42.85079642712893,48.18635042914966
2018-01-08 11:15:00,42.38197955277644,42.252644874189386
2018-01-08 11:20:00,45.351045603582484,43.42556526607627
2018-01-08 11:25:00,43.32044065994704,45.02330944508235
2018-01-08 11:30:00,46.27691951719723,43.50211355470113
2018-01-08 11:35:00,38.911719264858846,45.81103340306734
2018-01-08 11:40:00,38.143095265436145,40.57103598212828
2018-01-08 11:45:00,46.2206775386343,39.845655451996144
2018-01-08 11:50:00,49.52449108713038,44.39983581720122
2018-01-08 11:55:00,40.59138879597056,47.99297033545232
2018-01-08 12:00:00,45.58986295685646,41.22140438147847
2018-01-08 12:05:00,41.93385992685909,44.76156470603908
2018-01-08 12:10:00,39.149985599438835,42.23765532600294
2018-01-08 12:15:00,36.87957698162233,40.5020517122366
2018-01-08 12:20:00,35.48457245283485,38.82239086864429
2018-01-08 12:25:00,34.07161270586366,37.56939563016373
2018-01-08 12:30:00,36.91595002839804,36.38983382132865
2018-01-08 12:35:00,35.94277241192934,37.29749837487769
2018-01-08 12:40:00,34.9284522685925,36.959397175303465
2018-01-08 12:45:00,37.98402116380564,36.31961982028951
2018-01-08 12:50:00,37.32866161687573,37.86929020533737
2018-01-08 12:55:00,37.53073594523832,37.58086519989975
2018-01-08 13:00:00,37.162191697427716,37.74498968872988
2018-01-08 13:05:00,41.893946396531994,37.28300133238689
2018-01-08 13:10:00,44.53503968169177,40.60279678652491
2018-01-08 13:15:00,42.52154761819132,42.82548559485951
2018-01-08 13:20:00,39.536724962338475,41.181529178442865
2018-01-08 13:25:00,38.20015872561334,39.1732337846379
2018-01-08 13:30:00,36.002500002138,38.23764537184329
2018-01-08 13:35:00,41.76127008915756,36.91019764491536
2018-01-08 13:40:00,38.68026803373633,41.42283525051092
2018-01-08 13:45:00,38.23193307231963,39.118962339888114
2018-01-08 13:50:00,38.428192631547795,39.61113995391901
2018-01-08 13:55:00,36.37584416829836,39.182312497930766
2018-01-08 14:00:00,35.83096148204205,37.81424953184737
2018-01-08 14:05:00,40.43933983135489,37.19415854295551
2018-01-08 14:10:00,36.66891610231386,39.87910240170305
2018-01-08 14:15:00,39.544415461133575,37.2642526434511
2018-01-08 14:20:00,37.00110472629668,39.47622839890488
2018-01-08 14:25:00,39.5941811494958,37.0957851614646
2018-01-08 14:30:00,41.23469603065192,39.26793924433322
2018-01-08 14:35:00,40.16983585990712,40.08712709796343
2018-01-08 14:40:00,39.56959010376056,39.593243663945955
2018-01-08 14:45:00,39.19629608247324,39.25983659939696
2018-01-08 14:50:00,38.75965982411684,38.9634567646106
2018-01-08 14:55:00,46.72777928894084,38.77731746282154
2018-01-08 15:00:00,42.942225925462964,45.623999286779636
2018-01-08 15:05:00,46.78165417398134,41.67716723586475
2018-01-08 15:10:00,43.694190520487815,47.12199030180116
2018-01-08 15:15:00,40.64387086723832,42.58780988384138
2018-01-08 15:20:00,34.75392383648742,41.962906903502954
2018-01-08 15:25:00,37.034635788438706,37.43424759576112
2018-01-08 15:30:00,33.324316119427,38.595611351081494
2018-01-08 15:35:00,38.2960067857468,36.16310693991283
2018-01-08 15:40:00,32.77003245123522,38.55236717912392
2018-01-08 15:45:00,31.968419193844813,35.50807666434107
2018-01-08 15:50:00,32.17933683406685,34.79385704149081
2018-01-08 15:55:00,34.58537420633949,34.17322091075632
2018-01-08 16:00:00,41.416039821729754,35.09207224250899
2018-01-08 16:05:00,39.06438670420153,39.48573177858746
