datetime,cpu_m_1223,cpu_m_1437,cpu_m_1565,cpu_m_1617,cpu_m_1672,cpu_m_1903,cpu_m_2251,cpu_m_2544,cpu_m_3060,cpu_m_34,mem_m_1223,mem_m_1437,mem_m_1565,mem_m_1617,mem_m_1672,mem_m_1903,mem_m_2251,mem_m_2544,mem_m_3060,mem_m_34,net_in_m_1223,net_in_m_1437,net_in_m_1565,net_in_m_1617,net_in_m_1672,net_in_m_1903,net_in_m_2251,net_in_m_2544,net_in_m_3060,net_in_m_34,net_out_m_1223,net_out_m_1437,net_out_m_1565,net_out_m_1617,net_out_m_1672,net_out_m_1903,net_out_m_2251,net_out_m_2544,net_out_m_3060,net_out_m_34,disk_io_m_1223,disk_io_m_1437,disk_io_m_1565,disk_io_m_1617,disk_io_m_1672,disk_io_m_1903,disk_io_m_2251,disk_io_m_2544,disk_io_m_3060,disk_io_m_34,cpu_cluster_avg,mem_cluster_avg,net_in_cluster_avg,net_out_cluster_avg,disk_io_cluster_avg,carbon_intensity_gCO2_kWh
2018-01-01 00:00:00,0.22919508867667124,0.007495069033530588,0.0,0.013524936601859688,0.0,0.12879686758424297,0.0,0.24480256421671182,0.0,0.0,0.431192660550459,0.7017543859649127,0.39602502760397496,0.21776232616940572,0.5183431952662723,0.8109030414196137,0.0,0.9952380952380953,0.9160146061554513,0.6333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.03,0.013000917711838485,0.13016769051967458,0.024242424242424242,0.017152658662092618,0.03807748635334843,0.0,0.008067226890756313,0.002881325409688461,0.044092219020172914,0.0,0.4167229941108339,0.42652356698973315,0.445046220571631,0.03727220661891999,0.6802697596679785
2018-01-01 00:05:00,0.22919508867667124,0.16370808678500987,0.16565945430673212,0.13172724711186248,0.37901498929336186,0.12879686758424297,0.0,0.24480256421671182,0.17197024126822255,0.07984238905018662,0.431192660550459,0.855889724310777,0.5594405594405596,0.3245891276864725,0.5907146108329542,0.8109030414196137,0.0,0.9952380952380953,0.9789334296376553,0.7117647058823535,0.0,0.00010863661053805984,0.00013051422605014906,0.00023349483392687276,0.00037993920972656525,0.0,3.469446951953614e-18,4.440892098500626e-16,0.00046840845217044347,0.0,0.0,0.0008585958655307202,0.0,0.000279367796619745,0.00010679125646584353,0.0,3.469446951953614e-18,0.0,8.278831029118194e-05,0.0001627339300243058,0.03,0.08674561901848535,0.04416403785488959,0.03418803418803419,0.05871487003562474,0.03807748635334843,0.0,0.008067226890756313,0.011968582471013588,0.03371757925072046,0.15802202548229616,0.4929964052645477,0.42663789438233923,0.4451590535745291,0.06015977021676312,0.6728139263214401
2018-01-01 00:10:00,0.22919508867667124,0.1775147928994083,0.17676576916851022,0.11971682163989858,0.36473947180585276,0.12879686758424297,0.0,0.24480256421671182,0.1702319975896354,0.1315445234980697,0.431192660550459,0.8081140350877192,0.5720279720279722,0.27785240202275574,0.5637080867850099,0.8109030414196137,0.0,0.9952380952380953,0.9208833246391932,0.715686274509804,0.0,0.0007604562737646425,0.0007830853563022266,0.0005545502305763783,0.0007739502420349709,0.0,1.734723475976807e-18,4.440892098500626e-16,0.0006765899864684677,0.0007077140835107798,0.0,0.0019648636153490884,0.0007486631016049294,0.0008024394158236969,0.000694143167028205,0.0,1.734723475976807e-18,0.0,0.0003932444738805607,0.0008136696501224172,0.03,0.2194860813704497,0.04195583596214511,0.028205128205128206,0.04859919954259577,0.03807748635334843,0.0,0.008067226890756313,0.045380875202593186,0.11372201285745956,0.16725715950295222,0.47125235263130727,0.426868981697176,0.4454518528807896,0.14636017668610013,0.6939996850184169
2018-01-01 00:15:00,0.22919508867667124,0.1895284202976511,0.2374802904128971,0.11777965624119471,0.4285714285714286,0.12879686758424297,0.0,0.24480256421671182,0.26836826927215596,0.08310866860223973,0.431192660550459,0.8484848484848486,0.5547785547785549,0.2876106194690262,0.5665257819103977,0.8109030414196137,0.0,0.9952380952380953,0.9327073552425662,0.6960784313725492,0.0,0.0012443829934327688,0.0008700948403363995,0.0008756056272254398,0.0011398176291792517,0.0,1.734723475976807e-18,4.440892098500626e-16,0.00125652426058398,0.0007077140835107798,0.0,0.0027318959357796047,0.0010695187165774556,0.0012601270826273492,0.0008924697861787401,0.0,1.734723475976807e-18,0.0,0.0008278831029060463,0.0008136696501224172,0.03,0.15879195750716096,0.01962846126883982,0.018233618233618232,0.017152658662092618,0.03807748635334843,0.0,0.008067226890756313,0.01852280620514008,0.019452449567723344,0.1930561413433452,0.5182617918479815,0.4177323123223955,0.41951023539858445,0.0586327784521259,0.7426610819054829
2018-01-01 00:20:00,0.2777967257844475,0.14003944773175542,0.18628546762146286,0.14257537334460416,0.3818700927908636,0.12879686758424297,0.0,0.24480256421671182,0.1894395902380235,0.1315445234980697,0.5619266055045875,0.7514619883040936,0.6013986013986017,0.38211125158027803,0.5952662721893494,0.8109030414196137,0.0,0.9952380952380953,0.935489480090419,0.7880844645550527,0.0,0.0021546261089993024,0.0015661707126066737,0.0013036794894247805,0.0016745468873122782,0.0,1.734723475976807e-18,4.440892098500626e-16,0.0014659449706808658,0.0007077140835107798,0.001204819277108804,0.004160887656033285,0.0010695187165783437,0.00158704684463018,0.00138828633405641,0.0,1.734723475976807e-18,0.0,0.0013246129646495852,0.0010640295424675372,0.06375,0.03135515448149281,0.009463722397476344,0.018233618233618232,0.02287021154945683,0.03807748635334843,0.0,0.008067226890756313,0.010804970286331712,0.01596098426069608,0.18518390391062745,0.5989002330586113,0.4029040034519151,0.3936502826231363,0.021507018638452433,0.7224844084727498
2018-01-01 00:25:00,0.25170532060027284,0.19383180921642462,0.21553690468599007,0.1263736263736264,0.44753747323340454,0.12619393687707642,0.0,0.24480256421671182,0.19178621920411618,0.09944006636250516,0.5321100917431192,0.8245614035087723,0.635727908455181,0.3992931846914143,0.5834319526627221,0.8427888922066291,0.0,0.9952380952380953,0.9497211187352033,0.8235294117647061,0.0008525149190110604,0.0024196335983415196,0.0017797394461442906,0.0015177164205244509,0.002068557919621572,0.0006896551724135946,1.734723475976807e-18,4.440892098500626e-16,0.002029769959404515,0.0014154281670206714,0.001204819277109248,0.005001471020888992,0.001944579484686848,0.0019793505590326443,0.0016196673897321823,0.00041911148365492146,1.734723475976807e-18,0.0,0.0015729778955213547,0.0016273393002443903,0.024999999999999994,0.006118078923218112,0.018067106395182102,0.020512820512820513,0.02572898799313894,0.07735321528424977,0.0,0.008067226890756313,0.00797905498067572,0.03242074927953891,0.19033949639036185,0.6143225848921678,0.40313794954728466,0.3938500558011955,0.022113140291946234,0.7053331347126748
2018-01-01 00:30:00,0.21418826739427013,0.15108481262327417,0.15307229746338358,0.10576923076923081,0.32505353319057817,0.09913923286016307,0.0,0.24480256421671182,0.1306204916434787,0.06314807133969305,0.45259938837920455,0.6447368421052633,0.42890442890442904,0.30558628318584047,0.5467455621301776,0.8330845028366678,0.0,0.9952380952380953,0.7355856270520729,0.8267973856209152,0.0008525149190110604,0.003041825095057682,0.0023492560689106767,0.001758507968011358,0.0024062816616008398,0.0006896551724135946,1.734723475976807e-18,4.440892098500626e-16,0.002029769959404515,0.0014154281670206714,0.00120481927710836,0.006102635228848463,0.002139037433154911,0.0024942491841863923,0.002082429501084615,0.0008382229673093988,1.734723475976807e-18,0.0,0.0017044652118656245,0.0016273393002443903,0.020000000000000004,0.01575405322728663,0.01962846126883982,0.025641025641025644,0.0634648370497427,0.02694230280437178,0.0,0.008067226890756313,0.032033558966536375,0.03890489913544668,0.1414048422825227,0.536838845788228,0.4032466962690211,0.3940187303759324,0.026135304641963994,0.7542570199661403
2018-01-01 00:35:00,0.19645293315143245,0.08359884691245639,0.04348999082717314,0.06931530008453088,0.16158787679130282,0.04642857142857143,0.0,0.24480256421671182,0.04067490207893945,0.012857735379510543,0.39449541284403633,0.5748987854251011,0.3136863136863135,0.2345707389955174,0.4432407828857534,0.7787399223648852,0.0,0.9952380952380953,0.6595954326783748,0.7549019607843137,0.0008525149190110604,0.0034513015501604905,0.0023492560689106767,0.002159827213823018,0.0027569947782710713,0.0006896551724135946,1.734723475976807e-18,4.440892098500626e-16,0.002255299954894152,0.0014154281670215596,0.00120481927710836,0.007219317898929489,0.002139037433155355,0.0026213020916916463,0.0024561988987152894,0.0008382229673093988,1.734723475976807e-18,0.0,0.002318072688137107,0.0016273393002443903,0.015,0.09082994093700733,0.02839116719242902,0.009324009324009324,0.05475656419052646,0.013047530288909592,0.0,0.008067226890756313,0.008643976229065375,0.03334705640181144,0.07146269494730001,0.4790470621899503,0.4033387127258745,0.39414957869984213,0.03975792447499492,0.7674114087306703
2018-01-01 00:40:00,0.07893198206977198,0.07297830374753456,0.11739746790736916,0.07945900253592561,0.3233404710920771,0.06401281442809681,0.7142857142857142,0.24480256421671182,0.17509907988967946,0.13144300742807583,0.6002621231979033,0.6436403508771931,0.4564526382708203,0.33205953338696714,0.48284023668639087,0.8719020603165126,0.0,0.9952380952380953,0.7160226315155893,0.8333333333333335,0.0008525149190110604,0.003992395437262708,0.0031323414252146797,0.002218200922304625,0.0030817291455589313,0.0013793103448271893,1.734723475976807e-18,4.440892098500626e-16,0.0027063599458725385,0.0017371163867982986,0.001204819277109248,0.008321775312067015,0.002139037433155355,0.0031562617022407036,0.00277657266811282,0.0008382229673093988,1.734723475976807e-18,0.0,0.002318072688137107,0.0021451290775948983,0.0,0.16098195166717652,0.016059650129050765,0.037296037296037296,0.010720411663807883,0.0007988283850352759,0.0,0.008067226890756313,0.0319162199227029,0.030652344773382238,0.11304357462034742,0.5466492537333554,0.4035305841238608,0.39429986024924557,0.05914611167594812,0.7352732121605747
2018-01-01 00:45:00,0.18680569089846036,0.09157509157509158,0.15391849288142384,0.11313045928430546,0.25646516224674687,0.09177740863787376,0.0,0.24480256421671182,0.23544096758920505,0.2046868519286603,0.48623853211009216,0.6052631578947367,0.4455544455544458,0.2876106194690262,0.47328174783796095,0.8330845028366678,0.0,0.9952380952380953,0.6990088680229523,0.7784313725490195,0.0017050298380221207,0.004562737642586079,0.0031323414252146797,0.002801938007121585,0.003419452887537311,0.0013793103448271893,0.0,4.440892098500626e-16,0.0027063599458725385,0.002123142250531007,0.001462994836489262,0.008784096162737232,0.0025974025974027093,0.003548565416644056,0.0028833639245791076,0.001508801341156385,0.0,0.0,0.002318072688137107,0.0024410089503663635,0.002142857142857141,0.09657824585937161,0.0031545741324921113,0.27350427350427353,0.019131811584641778,0.0,0.0,0.008067226890756313,0.011113683723084043,0.01296829971181556,0.15865725474959202,0.5190928954295673,0.4036933061584349,0.3944467458970744,0.08510867638208879,0.7433950893338157
